TemplateName,DisplayName,TemplateOID,TemplateSchemaVersion,TemplateMinorRevision,Published,PublishingCAs,SubjectSuppliedByRequester,SANSuppliedByRequester,SubjectOrSANSuppliedByRequester,NameFlagDecimal,NameFlagHex,EnrollmentFlagDecimal,EnrollmentFlagHex,ManagerApprovalRequired,AuthorizedSignaturesRequired,RequiredSignatureCount,AutoEnrollmentFlagSet,NoSecurityExtension,EKU_OIDs,AuthEKUsMatched,NoEKU,AuthCapableOrAnyPurpose,EnrollAllowPrincipals,EnrollDenyPrincipals,AutoEnrollAllowPrincipals,BroadEnrollPrincipals,DangerousControlAllowPrincipals,DangerousControlNonDefaultPrincipals,ESC4Candidate,ESC1Candidate_AnyEnroll,ESC1Candidate_BroadEnroll,DistinguishedName,SidExtensionMatchesRequester,SidMismatchLikelyBenign
TPL_fd7e64a849edf8a3a3b7b49a,DISPLAY_9fc3479f08d3e50f198fbdf0,1.3.6.1.4.1.55555.1.11,4,1,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_743375dce8bf2c5d6bb2ae2c""]",[],[],,,,False,False,False,DN_52bdc06425a2f25735289115,,
TPL_2fa0e564f1b11995e63c26fd,DISPLAY_6bb557b6e4f76dca547d2cc1,1.3.6.1.4.1.55555.1.12,4,2,False,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_653c32f48489f5affaa9ee7c""]",[],[],,,,False,False,False,DN_d01b932121d06c148cc92180,,
TPL_aedeab156cd8313f622c2e5a,DISPLAY_7f718f5cf4bc688bdc2a2386,1.3.6.1.4.1.55555.1.13,4,3,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_35b2eb355859fc0f2b634cc1""]",[],"[""GROUP_35b2eb355859fc0f2b634cc1""]",,,,False,False,False,DN_33382f099fafc5f8a9c2d75e,,
TPL_47bc6de3c7081c91580a9060,DISPLAY_535464605c48508ae73254aa,1.3.6.1.4.1.55555.1.14,4,4,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_fedb362713e9dc6db09e6e3a""]",[],[],,,,False,False,False,DN_389cc621d83aba4ebc263b18,,
TPL_a8562ad82310b3c047995411,DISPLAY_4853a4e56c38007dcd05ca7f,1.3.6.1.4.1.55555.1.15,4,5,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_592dce57c68fef0e492c925e""]",[],[],,,,False,False,False,DN_ba2e669848b054a4dd9af32e,,
TPL_28e4543ca191d826f115e50e,DISPLAY_5ba06c8a7fe037e0aff5f173,1.3.6.1.4.1.55555.1.16,4,6,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_fe20ffd44db513962beb8915""]",[],[],,,,False,False,False,DN_1936fe4acec92ff2591cd66b,,
TPL_f852980d659a19287c6bc2e6,DISPLAY_305f2a05566b3db30f123603,1.3.6.1.4.1.55555.1.17,4,7,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_194d0717cdb43f649ccda920""]",[],[],,,,False,False,False,DN_a3f181679022691be6874566,,
TPL_12d4e3f1bcda46db598e03aa,DISPLAY_2387d9d77edf13c1e0f3d80a,1.3.6.1.4.1.55555.1.18,4,8,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_62c0f09b2abfbaec28c25ec3""]",[],[],,,,False,False,False,DN_59646b30446eff897caf5dbe,,
TPL_488ef1949203dd7e3a17471c,DISPLAY_65a873b8baeb737611c4f493,1.3.6.1.4.1.55555.1.19,4,0,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e60d709e92758b3fbda60232""]",[],"[""GROUP_e60d709e92758b3fbda60232""]",,,,False,False,False,DN_ac580e5101443d8f2b6e99a8,,
TPL_619fedd3ff0a71c09ecb525c,DISPLAY_8b9b0f1f880973bce943e88c,1.3.6.1.4.1.55555.1.20,4,1,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_ede8242832250cf3f36236bf""]",[],[],,,,False,False,False,DN_d50bd2bc3201b193d8c2a69f,,
TPL_372c131ee33a8a30f191a6e3,DISPLAY_c1cfb5aa45893fb34b2720e0,1.3.6.1.4.1.55555.1.21,4,2,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_7f2511d8b09971509cb6971d""]",[],[],,,,False,False,False,DN_14d181e8409223bf5d42fc03,,
TPL_fe3956ab2c6083329ec6559d,DISPLAY_a532e4d8d3246aabab8593c3,1.3.6.1.4.1.55555.1.22,4,3,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_6ad6da8b9a14be94aa59fda4""]",[],[],,,,False,False,False,DN_c751289680559a5a0aaeced1,,
TPL_2fbe7870a51352ffa2d8a345,DISPLAY_adcc3a2b8604fdcb1eeedcbf,1.3.6.1.4.1.55555.1.23,4,4,False,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_743375dce8bf2c5d6bb2ae2c""]",[],[],,,,False,False,False,DN_cb9318fd5cf3900a0b21199d,,
TPL_ef432c928109750a408f6d87,DISPLAY_3ac81653ae56c8dd5a91741a,1.3.6.1.4.1.55555.1.24,4,5,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_653c32f48489f5affaa9ee7c""]",[],[],,,,False,False,False,DN_f6a62bc60f2860440c877946,,
TPL_8a5e250dd184a132438d6b3c,DISPLAY_9b76aac40a25bd4290edd469,1.3.6.1.4.1.55555.1.25,4,6,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_35b2eb355859fc0f2b634cc1""]",[],"[""GROUP_35b2eb355859fc0f2b634cc1""]",,,,False,False,False,DN_e80ee92f3f220bcc0151c731,,
TPL_49dae74ccf1b22a720839da9,DISPLAY_cf41f758d043f70d30bd7b78,1.3.6.1.4.1.55555.1.26,4,7,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_fedb362713e9dc6db09e6e3a""]",[],[],,,,False,False,False,DN_5680f1c8e61940fb6c0b74a3,,
TPL_e7ea67473e7ae5db50c01109,DISPLAY_b9c0f1a6f1c0df0a756d10bd,1.3.6.1.4.1.55555.1.27,4,8,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_592dce57c68fef0e492c925e""]",[],[],,,,False,False,False,DN_5f74713bc4ed926f2051d063,,
TPL_29c5734aff3f48542ef9661d,DISPLAY_25e79bdb354749cdb62f8f7d,1.3.6.1.4.1.55555.1.28,4,0,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_fe20ffd44db513962beb8915""]",[],[],,,,False,False,False,DN_8fdc9964daf3cbbfd679e204,,
TPL_718f9807e4c4fd34bb08ecb8,DISPLAY_ca4bdf028e18ec577c34c96e,1.3.6.1.4.1.55555.1.29,4,1,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_194d0717cdb43f649ccda920""]",[],[],,,,False,False,False,DN_8e91539d3227620d65cad411,,
TPL_6b291fad55552795266f7e64,DISPLAY_42bd569fabd00138bc58986e,1.3.6.1.4.1.55555.1.30,4,2,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_62c0f09b2abfbaec28c25ec3""]",[],[],,,,False,False,False,DN_becc9e513a7b52dfb4562270,,
TPL_6873bd7984d7dfad9f13c46b,DISPLAY_cfdc2fc4c91e46caf40f1baa,1.3.6.1.4.1.55555.1.31,4,3,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e60d709e92758b3fbda60232""]",[],"[""GROUP_e60d709e92758b3fbda60232""]",,,,False,False,False,DN_4a435a56753a6479a1a438e6,,
TPL_45fefa6a1d94015fbcdf111e,DISPLAY_f76c6ea86d333b53b0a27bdc,1.3.6.1.4.1.55555.1.32,4,4,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_ede8242832250cf3f36236bf""]",[],[],,,,False,False,False,DN_12ef7d34a502108b6f4869ca,,
TPL_8618f842d55150406219273d,DISPLAY_b6c14d702bf2284409ded009,1.3.6.1.4.1.55555.1.33,4,5,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_7f2511d8b09971509cb6971d""]",[],[],,,,False,False,False,DN_45b00f9c05da09dd1309a070,,
TPL_55922ae276ae0477e548ceec,DISPLAY_26f2631387181e957c4a8d20,1.3.6.1.4.1.55555.1.34,4,6,False,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_6ad6da8b9a14be94aa59fda4""]",[],[],,,,False,False,False,DN_be3d5fe6941f386bdfffd255,,
TPL_7249fc21bdb844545a3dabff,DISPLAY_d28c42fb763b9007ffc91161,1.3.6.1.4.1.55555.1.35,4,7,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_743375dce8bf2c5d6bb2ae2c""]",[],[],,,,False,False,False,DN_fc7bd0820e9a428aa1817afe,,
TPL_45b295de6eedae7e775e222d,DISPLAY_887f403b9b027d76a8fa8dc9,1.3.6.1.4.1.55555.1.36,4,8,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_653c32f48489f5affaa9ee7c""]",[],[],,,,False,False,False,DN_8c29846e94e7e529aa33c18e,,
TPL_41db7ec6a083ef4cf7b3ccfa,DISPLAY_56012f4edaba1ce4c881bbf1,1.3.6.1.4.1.55555.1.37,4,0,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_35b2eb355859fc0f2b634cc1""]",[],"[""GROUP_35b2eb355859fc0f2b634cc1""]",,,,False,False,False,DN_3eb58aecbddd5b47c3eda719,,
TPL_6c34d2a7820384656c76f444,DISPLAY_ab33f9db2ce442159f6c142f,1.3.6.1.4.1.55555.1.38,4,1,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_fedb362713e9dc6db09e6e3a""]",[],[],,,,False,False,False,DN_bfb035eecda7685600998e4d,,
TPL_9f91ec6ced3b48fc13c0dc44,DISPLAY_021809c1fd027551431e04a3,1.3.6.1.4.1.55555.1.39,4,2,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_592dce57c68fef0e492c925e""]",[],[],,,,False,False,False,DN_918d3d4740f359be881fe1c6,,
TPL_67d88e65dd1e430bf53d6ec4,DISPLAY_83296ec59e9713e45686b091,1.3.6.1.4.1.55555.1.40,4,3,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_fe20ffd44db513962beb8915""]",[],[],,,,False,False,False,DN_935917e229ff346a03d90870,,
TPL_3f6cceff28e8eb46ff261639,DISPLAY_6f2b8aa6032fd98c14c9dd6b,1.3.6.1.4.1.55555.1.41,4,4,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_194d0717cdb43f649ccda920""]",[],[],,,,False,False,False,DN_e05279697d9889be3e71a5ec,,
TPL_58c1d084762976e135ea9a42,DISPLAY_f1bc88142888efa3a7bde10a,1.3.6.1.4.1.55555.1.42,4,5,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_62c0f09b2abfbaec28c25ec3""]",[],[],,,,False,False,False,DN_af18c6f457e9fe62c94ca0c4,,
TPL_1aec69a3ad25963bda27f28f,DISPLAY_dce50c60eebea163fbed4295,1.3.6.1.4.1.55555.1.43,4,6,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e60d709e92758b3fbda60232""]",[],"[""GROUP_e60d709e92758b3fbda60232""]",,,,False,False,False,DN_22e5f57ac374c797e6c2ad1b,,
TPL_9edad5c492342d885bc87265,DISPLAY_1f7502a48c898aad5594aae0,1.3.6.1.4.1.55555.1.44,4,7,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_ede8242832250cf3f36236bf""]",[],[],,,,False,False,False,DN_23ac37ee94868a8abde41282,,
TPL_d05e7d8362412c0ec112c34e,DISPLAY_a9320dc9f5b3e1e3f7c96ea5,1.3.6.1.4.1.55555.1.45,4,8,False,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_7f2511d8b09971509cb6971d""]",[],[],,,,False,False,False,DN_9e3cab52f0f75a1c75d699e1,,
TPL_203c6c192d8442b8b77ed52f,DISPLAY_b56f2e1ef78682713152f5f4,1.3.6.1.4.1.55555.1.46,4,0,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_6ad6da8b9a14be94aa59fda4""]",[],[],,,,False,False,False,DN_89d360a49c0961fbd7cd01a8,,
TPL_1dd54f0bbd8cec1afdee43d4,DISPLAY_b9c3977c23c6dd1f2b292a5f,1.3.6.1.4.1.55555.1.47,4,1,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_743375dce8bf2c5d6bb2ae2c""]",[],[],,,,False,False,False,DN_793b30431871d802f8ac46f5,,
TPL_06c61d375521e730a78b9b37,DISPLAY_fcf7fc6d03b3a1d8ad7aee75,1.3.6.1.4.1.55555.1.48,4,2,True,"[""CA_b98bb6a076c0a2a3695aeb65""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_653c32f48489f5affaa9ee7c""]",[],[],,,,False,False,False,DN_a38e4a9e2678d0790a2c8dda,,
