TemplateName,DisplayName,TemplateOID,TemplateSchemaVersion,TemplateMinorRevision,Published,PublishingCAs,SubjectSuppliedByRequester,SANSuppliedByRequester,SubjectOrSANSuppliedByRequester,NameFlagDecimal,NameFlagHex,EnrollmentFlagDecimal,EnrollmentFlagHex,ManagerApprovalRequired,AuthorizedSignaturesRequired,RequiredSignatureCount,AutoEnrollmentFlagSet,NoSecurityExtension,EKU_OIDs,AuthEKUsMatched,NoEKU,AuthCapableOrAnyPurpose,EnrollAllowPrincipals,EnrollDenyPrincipals,AutoEnrollAllowPrincipals,BroadEnrollPrincipals,DangerousControlAllowPrincipals,DangerousControlNonDefaultPrincipals,ESC4Candidate,ESC1Candidate_AnyEnroll,ESC1Candidate_BroadEnroll,DistinguishedName,SidExtensionMatchesRequester,SidMismatchLikelyBenign
TPL_a6fd0cfa83387c0f9be343d0,DISPLAY_b3ce3908c021c7f9220c7ad5,1.3.6.1.4.1.55555.3.11,4,1,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c0282b0c9da3cc1eac4623b6""]",[],[],,,,False,False,False,DN_5b5d44420fc6ece44be2359c,,
TPL_e1af2e4c44ca76eee0d9c165,DISPLAY_3e5a3e110754c6457243bdbe,1.3.6.1.4.1.55555.3.12,4,2,False,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e406136127d8541b163932e5""]",[],[],,,,False,False,False,DN_61b0eed86c06bf414ae3abe1,,
TPL_41a745fd0547adad9bb604c9,DISPLAY_33efc9c8eaa3f0c12b3c5a8b,1.3.6.1.4.1.55555.3.13,4,3,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_584488d9c090c873aaaaf4ae""]",[],"[""GROUP_584488d9c090c873aaaaf4ae""]",,,,False,False,False,DN_ac9051bf26fbda839d88dd9e,,
TPL_8a3e454cc59a800a76e09891,DISPLAY_90a61d475f380497b7b1d948,1.3.6.1.4.1.55555.3.14,4,4,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_247d264b1e4561f9dfba85f0""]",[],[],,,,False,False,False,DN_ca68aa4fa32dbca4aefc4675,,
TPL_2ba21bed3aeef77add7f0c17,DISPLAY_07563af5d00332a24683fa9d,1.3.6.1.4.1.55555.3.15,4,5,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c45d600e93c571a0b1044e65""]",[],[],,,,False,False,False,DN_dec649d0acbcc12488d3e4e3,,
TPL_352f4c1990a1ac2481873a84,DISPLAY_d117f223bf8d0a7380fb23f5,1.3.6.1.4.1.55555.3.16,4,6,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_f4c5022f6d367c7d890206f2""]",[],[],,,,False,False,False,DN_dc7ec7304f6cac08285ab5b4,,
TPL_227fb1e288147422eb65423d,DISPLAY_faa9da9f9c78a7b46a303e21,1.3.6.1.4.1.55555.3.17,4,7,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e125388044c0bab78ec76b52""]",[],[],,,,False,False,False,DN_631b6fb1c733e9b8e56f6124,,
TPL_257141b2316937fdb197727d,DISPLAY_702107431d16409c763a35e9,1.3.6.1.4.1.55555.3.18,4,8,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_d1d48a97e26f3c78fdde224f""]",[],[],,,,False,False,False,DN_c26c9fa5d8a05c74b3538843,,
TPL_8e0e1967980a3605c0d844ed,DISPLAY_fd48860394c46cacc85f1f70,1.3.6.1.4.1.55555.3.19,4,0,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_8fbd04734e9f5d5f55a519a8""]",[],"[""GROUP_8fbd04734e9f5d5f55a519a8""]",,,,False,False,False,DN_73c8af0a6f1cd54bc6d5597c,,
TPL_4458a14f6a7b1ed0ce6e6d29,DISPLAY_c885558e65b3d375d555dc4a,1.3.6.1.4.1.55555.3.20,4,1,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_edd3ed7afa94d1a66b7f0e54""]",[],[],,,,False,False,False,DN_a2819e5d36a55800e14e60ad,,
TPL_64406dd91e74dfa14fe514e1,DISPLAY_2f7f6c4f05b5410f652c4ccc,1.3.6.1.4.1.55555.3.21,4,2,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_bef65d741569dd436200e0d2""]",[],[],,,,False,False,False,DN_bed0c4b0990ecd84ac70ff43,,
TPL_992da2d22fec0d8a15b4bd7f,DISPLAY_d285962a0d756357ad5bb9a0,1.3.6.1.4.1.55555.3.22,4,3,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_959288aad9798690bcf5fc9b""]",[],[],,,,False,False,False,DN_452a3b62872e281cd6e0a275,,
TPL_73f111eb7aafbd707ccc615c,DISPLAY_27eded612e042e8224522489,1.3.6.1.4.1.55555.3.23,4,4,False,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c0282b0c9da3cc1eac4623b6""]",[],[],,,,False,False,False,DN_7ec550ef4447a0219909fa48,,
TPL_6de43d0ab4224d85e34e9997,DISPLAY_3187a44e3d21c1848dd39fee,1.3.6.1.4.1.55555.3.24,4,5,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e406136127d8541b163932e5""]",[],[],,,,False,False,False,DN_7859ab4de4206a14edc2961d,,
TPL_b6904da625f53b650d696c88,DISPLAY_bf53b80d0b8072f4e5a9d944,1.3.6.1.4.1.55555.3.25,4,6,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_584488d9c090c873aaaaf4ae""]",[],"[""GROUP_584488d9c090c873aaaaf4ae""]",,,,False,False,False,DN_8efc61fcc75e5d4a9c8d031e,,
TPL_50bc80e3e0cf3c1fe9f0a4ee,DISPLAY_41003103e5409ea46e385c4f,1.3.6.1.4.1.55555.3.26,4,7,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_247d264b1e4561f9dfba85f0""]",[],[],,,,False,False,False,DN_10bb67fa3cefc065548aea25,,
TPL_130028170bc23b86bfa49cee,DISPLAY_f7dd278745bf4f24196fc4f9,1.3.6.1.4.1.55555.3.27,4,8,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c45d600e93c571a0b1044e65""]",[],[],,,,False,False,False,DN_5a9acacd776b8527873e3730,,
TPL_3834b4836c16097158d5117b,DISPLAY_07d09518eaf71bb9001f3031,1.3.6.1.4.1.55555.3.28,4,0,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_f4c5022f6d367c7d890206f2""]",[],[],,,,False,False,False,DN_eba85fa4233d96caa19a3ed8,,
TPL_d6797174d20f3ab0adcadd6a,DISPLAY_dc9d08ff9aa2d368c1246130,1.3.6.1.4.1.55555.3.29,4,1,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e125388044c0bab78ec76b52""]",[],[],,,,False,False,False,DN_5a0e2d7049856e2b826186d1,,
TPL_81baaa6118b9a8ae945fae0f,DISPLAY_26121a49d350eed9ca734c9a,1.3.6.1.4.1.55555.3.30,4,2,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_d1d48a97e26f3c78fdde224f""]",[],[],,,,False,False,False,DN_5359caba5ab7f60637a3a117,,
TPL_3cbdb2a6904425ce06c70cc4,DISPLAY_ef4f93ce81b54dda58a1e137,1.3.6.1.4.1.55555.3.31,4,3,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_8fbd04734e9f5d5f55a519a8""]",[],"[""GROUP_8fbd04734e9f5d5f55a519a8""]",,,,False,False,False,DN_1288deb45e39cf3b3a71a659,,
TPL_dcf8d60f58a63a94b7becc2e,DISPLAY_8a7286b8fa8a1f33d131e551,1.3.6.1.4.1.55555.3.32,4,4,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_edd3ed7afa94d1a66b7f0e54""]",[],[],,,,False,False,False,DN_107d3ef56388d5aeffb5e299,,
TPL_94081d7152b26c5b70abf315,DISPLAY_fc2db26d61e2137c7af63de8,1.3.6.1.4.1.55555.3.33,4,5,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_bef65d741569dd436200e0d2""]",[],[],,,,False,False,False,DN_255e3e7447c43ef8b5fd981e,,
TPL_92ad889567c1499115b41310,DISPLAY_d0c012004291ffeab00febe9,1.3.6.1.4.1.55555.3.34,4,6,False,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_959288aad9798690bcf5fc9b""]",[],[],,,,False,False,False,DN_93dfad4353fdb276e8713c9c,,
TPL_8515e3c6c3f0967a1f15d8ed,DISPLAY_cb02426e1add49cc6ae45716,1.3.6.1.4.1.55555.3.35,4,7,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c0282b0c9da3cc1eac4623b6""]",[],[],,,,False,False,False,DN_2cdfb4110a3cc19643e01b20,,
TPL_9d264138bc6df449c4a69b65,DISPLAY_f0443d8cab62a633c25cb864,1.3.6.1.4.1.55555.3.36,4,8,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e406136127d8541b163932e5""]",[],[],,,,False,False,False,DN_cb89d496dc5800cf383ee6ec,,
TPL_91589557c92f90f134b6bbcb,DISPLAY_fec1b9cbab115a3c735f7c4d,1.3.6.1.4.1.55555.3.37,4,0,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_584488d9c090c873aaaaf4ae""]",[],"[""GROUP_584488d9c090c873aaaaf4ae""]",,,,False,False,False,DN_f3bd3d33b6dfabc12ae2c4d2,,
TPL_3bbad1f38e15e0e574f5ce2c,DISPLAY_76b6391480858674ab66e3ab,1.3.6.1.4.1.55555.3.38,4,1,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_247d264b1e4561f9dfba85f0""]",[],[],,,,False,False,False,DN_d60496032f680a92ee2690ea,,
TPL_a3e1270c865867ce79aeae9c,DISPLAY_6e63481e80953352420a3075,1.3.6.1.4.1.55555.3.39,4,2,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c45d600e93c571a0b1044e65""]",[],[],,,,False,False,False,DN_9931e7558c3f3744390cc343,,
TPL_c3ee306dcfea732cbee7325d,DISPLAY_e34706064135daf65b241a11,1.3.6.1.4.1.55555.3.40,4,3,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_f4c5022f6d367c7d890206f2""]",[],[],,,,False,False,False,DN_90854f86dd28ce019bfc8d9f,,
TPL_06c5bbf9c2091ffd1f5b0ba8,DISPLAY_9658d4e833831cb33c85a5ef,1.3.6.1.4.1.55555.3.41,4,4,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e125388044c0bab78ec76b52""]",[],[],,,,False,False,False,DN_fc87439d7aa55e33884f17f7,,
TPL_41e7c8d7f2dea44f24b42bb9,DISPLAY_c0f3713248b44c8cfe4bb9bb,1.3.6.1.4.1.55555.3.42,4,5,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_d1d48a97e26f3c78fdde224f""]",[],[],,,,False,False,False,DN_cd74a189a2c136ad6e08a79a,,
TPL_9b4fa7653b1b7174f4759aa0,DISPLAY_6dbccb3bcf520869fb9682a3,1.3.6.1.4.1.55555.3.43,4,6,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_8fbd04734e9f5d5f55a519a8""]",[],"[""GROUP_8fbd04734e9f5d5f55a519a8""]",,,,False,False,False,DN_5231092659116d4239c8f2d9,,
TPL_a576d44a59fa49db1d0f5729,DISPLAY_826469d1d66c051c8665bed1,1.3.6.1.4.1.55555.3.44,4,7,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_edd3ed7afa94d1a66b7f0e54""]",[],[],,,,False,False,False,DN_21362029737aaa267fd178db,,
TPL_9cc62711b95640ec58f2ab5b,DISPLAY_c05f6cab7071abc4ce236966,1.3.6.1.4.1.55555.3.45,4,8,False,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_bef65d741569dd436200e0d2""]",[],[],,,,False,False,False,DN_dbeb3936a593c7dc792a58c2,,
TPL_5287976dc66224c97480f309,DISPLAY_a5d9bb78d1f9ba965dddd9a4,1.3.6.1.4.1.55555.3.46,4,0,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_959288aad9798690bcf5fc9b""]",[],[],,,,False,False,False,DN_095dfb8e365472b0d9c1ee27,,
TPL_3162c45c554585f06033630a,DISPLAY_40f90ac7c607af3b59e82cd8,1.3.6.1.4.1.55555.3.47,4,1,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c0282b0c9da3cc1eac4623b6""]",[],[],,,,False,False,False,DN_dbc1cfdafde7b7ff35fcd98e,,
TPL_4a4dccc5b94e1fbd866005cd,DISPLAY_41075d16b980f7870d8f68f2,1.3.6.1.4.1.55555.3.48,4,2,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e406136127d8541b163932e5""]",[],[],,,,False,False,False,DN_fa947abff9e177aab64621c5,,
TPL_addccdef0494c65138471095,DISPLAY_cc1e44d77dcf03d1ba8514f9,1.3.6.1.4.1.55555.3.49,4,3,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_584488d9c090c873aaaaf4ae""]",[],"[""GROUP_584488d9c090c873aaaaf4ae""]",,,,False,False,False,DN_bd848a75fcf590d358a14647,,
TPL_f2614cf1ff36a90203824849,DISPLAY_734750199c912fe71d46cee1,1.3.6.1.4.1.55555.3.50,4,4,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_247d264b1e4561f9dfba85f0""]",[],[],,,,False,False,False,DN_ad8256fdd345155b89ee4714,,
TPL_baaa3d3d5298f6a32e2a23a6,DISPLAY_f3ee6aa37a8e626c6d89bb95,1.3.6.1.4.1.55555.3.51,4,5,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c45d600e93c571a0b1044e65""]",[],[],,,,False,False,False,DN_ee50df95a5226f8fb9a42d1d,,
TPL_f3a889ff1c7507b0425dc7e2,DISPLAY_87837bd7769b81ecf5dd7b61,1.3.6.1.4.1.55555.3.52,4,6,True,"[""CA_2e1fd3acef6dc7f48d1e9451""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_f4c5022f6d367c7d890206f2""]",[],[],,,,False,False,False,DN_ceb891b1ffd6dff85b6bbb19,,
