TemplateName,DisplayName,TemplateOID,TemplateSchemaVersion,TemplateMinorRevision,Published,PublishingCAs,SubjectSuppliedByRequester,SANSuppliedByRequester,SubjectOrSANSuppliedByRequester,NameFlagDecimal,NameFlagHex,EnrollmentFlagDecimal,EnrollmentFlagHex,ManagerApprovalRequired,AuthorizedSignaturesRequired,RequiredSignatureCount,AutoEnrollmentFlagSet,NoSecurityExtension,EKU_OIDs,AuthEKUsMatched,NoEKU,AuthCapableOrAnyPurpose,EnrollAllowPrincipals,EnrollDenyPrincipals,AutoEnrollAllowPrincipals,BroadEnrollPrincipals,DangerousControlAllowPrincipals,DangerousControlNonDefaultPrincipals,ESC4Candidate,ESC1Candidate_AnyEnroll,ESC1Candidate_BroadEnroll,DistinguishedName,SidExtensionMatchesRequester,SidMismatchLikelyBenign
TPL_ac5b466f25121d05926ee96c,DISPLAY_8e76f58b019bce4a2b32214c,1.3.6.1.4.1.55555.2.35,4,7,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_c8472769c109a03d8a41d836""]",[],[],,,,False,False,False,DN_37a7a606612f891179c953db,,
TPL_e8e82ac4fd269a5a8049d39d,DISPLAY_346b8dc25452eec76e3599b6,1.3.6.1.4.1.55555.2.36,4,8,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e952dd74002c50ade89af8a3""]",[],[],,,,False,False,False,DN_f31f9b422569764d8f2dc0ca,,
TPL_07a03786c9c9306292dff254,DISPLAY_41b2ee5819ffa4f83fd5029c,1.3.6.1.4.1.55555.2.37,4,0,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_111d83bc869a1b596f699752""]",[],"[""GROUP_111d83bc869a1b596f699752""]",,,,False,False,False,DN_daba203beac69f2c14f8c970,,
TPL_6a5dc5dffeeb06ac270f3100,DISPLAY_6f1827637b45049d732f6ba4,1.3.6.1.4.1.55555.2.38,4,1,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_4dd496ef7c64c38167117781""]",[],[],,,,False,False,False,DN_91410ff12ef5e56cb6a38c93,,
TPL_3a5effb5b7cbbe0e3eaf8278,DISPLAY_85ed6659858038a86cea1926,1.3.6.1.4.1.55555.2.39,4,2,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_5f9fdc3c22cfe1b4bdd201e7""]",[],[],,,,False,False,False,DN_51d13881560bfb8d89bb7e6d,,
TPL_0b52c238be0337ea547d61a5,DISPLAY_b9652ffa443703809039a707,1.3.6.1.4.1.55555.2.40,4,3,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_f72f86c46fd5c05885a0c005""]",[],[],,,,False,False,False,DN_b1446edddf71343147de526b,,
TPL_ef4970a1abefdbfa92f86688,DISPLAY_fc74eb0533c13a0b8032b8bc,1.3.6.1.4.1.55555.2.41,4,4,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_2603eefed0870c33deb55723""]",[],[],,,,False,False,False,DN_d4ff99c31b323d9b3e040242,,
TPL_d5194cc08a8365280854c4a9,DISPLAY_eea683696f386107d4b28163,1.3.6.1.4.1.55555.2.42,4,5,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_1b751533791326677deede35""]",[],[],,,,False,False,False,DN_1644298261a549ce6d2ca950,,
TPL_7847252623f17d3f9fbbf9d1,DISPLAY_8494e09e8efd3cfed50ed06b,1.3.6.1.4.1.55555.2.43,4,6,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,True,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_0780ff35c5521800781258a0""]",[],"[""GROUP_0780ff35c5521800781258a0""]",,,,False,False,False,DN_610717b76b0b40d7adcdd671,,
TPL_990bd54a25045d755d44bf2a,DISPLAY_c667e8ba40cf2e2c36c4a9d6,1.3.6.1.4.1.55555.2.44,4,7,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_e277a6ae73cdb64f16511c93""]",[],[],,,,False,False,False,DN_79b92be762e3afce6274648d,,
TPL_9f894f7a7d720356678bc30a,DISPLAY_0b1286722a4e7e8a41405294,1.3.6.1.4.1.55555.2.45,4,8,False,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_d982b1ea73296c1c09026029""]",[],[],,,,False,False,False,DN_ab2ce84ea612d82f775fab84,,
TPL_3038d447353b46e570e13de3,DISPLAY_51ea9c120fbca410a7b32210,1.3.6.1.4.1.55555.2.46,4,0,True,"[""CA_16b1741d1aa3ea27dde7edb4""]",False,False,False,0,0x00000000,0,0x00000000,False,False,0,False,False,1.3.6.1.5.5.7.3.2,1.3.6.1.5.5.7.3.2,False,True,"[""GROUP_12942347241da7e518c8357f""]",[],[],,,,False,False,False,DN_b1136aa04947d7ecd7733adc,,
